neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Salamanca,Guindalera,40.4353021885761,-3.67346050903866,Private room,19,1,5,0.46,33,279
Salamanca,Guindalera,40.4318115095564,-3.66847174046527,Private room,59,1,0,0,1,365
Salamanca,Lista,40.4304652259095,-3.67902037433265,Entire home/apt,167,2,23,2.05,1,294
Salamanca,Guindalera,40.4345142613753,-3.66901861210292,Entire home/apt,90,1,0,0,1,0
Centro,Universidad,40.4230214407555,-3.70911697328293,Private room,35,2,50,4.67,8,116
Retiro,Adelfas,40.4057211844714,-3.6688782050477,Entire home/apt,42,2,24,2.24,1,291
Arganzuela,Chopera,40.3974235667742,-3.69735908061814,Entire home/apt,49,2,19,1.78,4,148
Salamanca,Recoletos,40.4231910108847,-3.69016802658575,Entire home/apt,80,6,5,0.6,1,332
Usera,Almendrales,40.3839674593965,-3.69790982073883,Private room,25,1,5,0.45,1,346
Centro,Sol,40.4169976277256,-3.70794434552483,Entire home/apt,229,2,37,3.45,12,295
Chamberí,Trafalgar,40.4307919414451,-3.70396694472041,Entire home/apt,59,2,5,0.48,11,345
Salamanca,Fuente del Berro,40.4235423278264,-3.66400523931677,Entire home/apt,30,2,1,0.11,3,77
Centro,Embajadores,40.4087508513384,-3.69909259231038,Entire home/apt,71,1,52,5.71,8,326
Centro,Embajadores,40.4093127828366,-3.70963235719136,Private room,45,1,2,0.19,7,321
Centro,Universidad,40.4269714996275,-3.70832273250526,Entire home/apt,35,1,45,4.29,8,295
Centro,Palacio,40.421286650516,-3.71058744007629,Private room,52,1,0,0,38,0
Chamberí,Trafalgar,40.4333545641064,-3.70395557768654,Entire home/apt,85,1,4,0.36,2,363
Usera,Moscardó,40.387343724775,-3.71391350624425,Private room,25,1,0,0,1,0
Puente de Vallecas,Palomeras Bajas,40.3934744291631,-3.6631309895959,Private room,20,2,1,0.11,1,349
Centro,Embajadores,40.4087397023748,-3.69516325375015,Private room,30,1,10,0.93,2,342
Arganzuela,Delicias,40.3975228310875,-3.69351892730579,Private room,35,2,30,2.8,2,86
Centro,Cortes,40.4167559349274,-3.70019630157626,Entire home/apt,60,1,12,1.23,1,32
Retiro,Niño Jesús,40.4103193852678,-3.67250078717848,Entire home/apt,100,3,0,0,1,354
Arganzuela,Acacias,40.4055202784087,-3.71153639626885,Private room,25,1,30,2.68,1,298
Chamartín,El Viso,40.4469949783411,-3.68905070868062,Entire home/apt,110,5,9,0.85,1,313
Centro,Sol,40.4156028577736,-3.7061397543948,Entire home/apt,85,2,34,3.11,1,300
Chamartín,Prosperidad,40.4401958777783,-3.67474306617693,Entire home/apt,65,1,0,0,1,0
Centro,Cortes,40.4135523473687,-3.69891006946439,Entire home/apt,85,1,42,3.83,1,314
Fuencarral - El Pardo,Mirasierra,40.5032304883292,-3.70637354900848,Private room,40,1,11,1.02,1,85
Centro,Universidad,40.425114535094,-3.70573546947969,Entire home/apt,70,2,4,0.37,1,0
Centro,Cortes,40.4118704168969,-3.69410503701006,Entire home/apt,75,4,14,1.38,2,67
Salamanca,Lista,40.4305641235762,-3.67767307177332,Entire home/apt,62,2,10,1.08,2,167
Centro,Justicia,40.4245008245419,-3.69162665871604,Entire home/apt,190,7,3,0.97,1,316
Hortaleza,Pinar del Rey,40.4750855856562,-3.64977970660427,Private room,21,1,34,3.19,1,316
Centro,Justicia,40.423996048365,-3.70015495344646,Entire home/apt,43,3,41,3.83,3,33
Arganzuela,Legazpi,40.3901064539452,-3.68722286495015,Entire home/apt,65,2,42,4.5,1,29
Hortaleza,Canillas,40.4584689267489,-3.64515176583524,Entire home/apt,50,2,9,0.95,1,329
Centro,Justicia,40.4256323891901,-3.6999120223649,Entire home/apt,43,3,35,3.22,3,18
Usera,Pradolongo,40.3842085947012,-3.70587597552659,Private room,21,1,6,0.56,1,334
Centro,Embajadores,40.4125039811204,-3.70540984186535,Entire home/apt,46,2,46,4.69,1,9
Carabanchel,Buenavista,40.3652813949275,-3.76062158973949,Entire home/apt,25,1,0,0,1,0
Latina,Puerta del Angel,40.4099666558916,-3.728160316146,Private room,16,5,0,0,2,114
Chamartín,Castilla,40.4682490480599,-3.68594206494946,Entire home/apt,58,7,0,0,1,33
Centro,Universidad,40.4260035667063,-3.70520034672275,Entire home/apt,80,4,21,2.03,1,303
Arganzuela,Palos de Moguer,40.4043202553424,-3.69654871517163,Private room,30,1,7,0.65,1,365
Latina,Puerta del Angel,40.4114451646258,-3.73579382462925,Private room,23,2,35,3.15,11,69
Centro,Sol,40.4157734480521,-3.70721967672746,Private room,30,1,62,5.59,9,91
Centro,Sol,40.416344964951,-3.70816613556335,Entire home/apt,100,3,15,1.54,5,103
Tetuán,Bellas Vistas,40.4539773968291,-3.70844719678264,Entire home/apt,27,7,5,0.47,1,65
Centro,Sol,40.4164773508613,-3.70050768305293,Entire home/apt,100,2,28,2.57,1,54
Tetuán,Bellas Vistas,40.4523144545686,-3.70571183203341,Entire home/apt,65,1,29,2.65,1,308
Moncloa - Aravaca,Casa de Campo,40.4218613755534,-3.72035758469541,Entire home/apt,65,1,55,5.03,5,260
Chamberí,Trafalgar,40.4302354368568,-3.70278458807621,Entire home/apt,65,2,4,0.41,9,155
Retiro,Pacífico,40.4018638024195,-3.67559822729864,Private room,25,2,5,0.52,1,0
Moncloa - Aravaca,Argüelles,40.4218892229296,-3.71518605065269,Private room,30,1,4,0.66,1,361
Carabanchel,San Isidro,40.395847895287,-3.72110278918373,Entire home/apt,39,5,8,1.03,3,239
Centro,Sol,40.4155798916137,-3.70279112477127,Private room,31,1,94,8.6,2,107
Centro,Palacio,40.4115306989276,-3.70822600550254,Entire home/apt,110,3,25,2.34,2,307
Salamanca,Guindalera,40.4350646413545,-3.66875623261104,Entire home/apt,10,2,30,2.72,1,0
Salamanca,Goya,40.4246852872029,-3.67565349224822,Private room,55,1,1,0.16,1,89
Retiro,Estrella,40.4145309529808,-3.66827889123535,Private room,31,2,8,0.84,1,114
Puente de Vallecas,San Diego,40.3963428838644,-3.6682226044806,Private room,50,15,0,0,1,0
Carabanchel,Vista Alegre,40.391583245461,-3.73935648194531,Private room,20,1,0,0,1,365
Centro,Universidad,40.4226976806781,-3.7047835758134,Entire home/apt,100,2,2,0.19,1,348
Centro,Sol,40.4197506917468,-3.70013380695623,Entire home/apt,115,1,1,0.71,6,332
Chamberí,Arapiles,40.4309908175032,-3.71058277221173,Entire home/apt,80,3,0,0,1,0
Salamanca,Castellana,40.430114940989,-3.68357557127814,Entire home/apt,49,2,13,5.82,1,231
Centro,Justicia,40.4219548717713,-3.69931251792346,Entire home/apt,70,2,48,6.64,1,278
Moncloa - Aravaca,Casa de Campo,40.4286559528335,-3.72144017889096,Entire home/apt,200,1,0,0,1,0
Ciudad Lineal,Ventas,40.4265277275038,-3.65008182463834,Private room,40,1,0,0,2,0
Chamberí,Arapiles,40.4373268452538,-3.70943171200213,Entire home/apt,45,4,0,0,9,179
Centro,Sol,40.4146917167198,-3.70544220345972,Entire home/apt,90,2,72,6.73,4,285
Latina,Puerta del Angel,40.4097590513575,-3.72844043772835,Entire home/apt,29,2,1,0.11,1,0
Chamberí,Gaztambide,40.4317294567568,-3.71299893834284,Shared room,50,1,1,0.16,2,364
Carabanchel,Vista Alegre,40.3863445051181,-3.73787094238212,Private room,20,1,0,0,1,296
Chamartín,Hispanoamérica,40.4575254218554,-3.68407427024068,Entire home/apt,67,2,3,1.58,1,63
Arganzuela,Chopera,40.397606758531,-3.69873926062554,Entire home/apt,53,2,6,0.56,4,140
Centro,Justicia,40.419791835735,-3.69878666215948,Private room,65,2,3,0.43,2,324
Centro,Universidad,40.425032345076,-3.70220137437319,Entire home/apt,118,2,24,2.2,2,307
Salamanca,Guindalera,40.4350882546631,-3.67055209639776,Entire home/apt,70,3,0,0,1,58
Centro,Embajadores,40.4078393019979,-3.70945973290537,Entire home/apt,49,1,46,4.31,9,49
Centro,Palacio,40.4188193072201,-3.70949252852244,Entire home/apt,95,4,7,0.64,10,305
Salamanca,Guindalera,40.4378258786725,-3.6720588025847,Private room,18,1,6,0.57,33,323
Salamanca,Guindalera,40.4363893271085,-3.67194195628305,Private room,19,1,3,0.36,33,342
Fuencarral - El Pardo,Valverde,40.5029423406925,-3.69318011358927,Entire home/apt,75,2,8,0.75,1,100
Centro,Palacio,40.4170542683777,-3.70955158382722,Entire home/apt,65,4,8,0.78,51,306
Centro,Embajadores,40.4132211236756,-3.70444085481611,Private room,100,1,1,0.11,5,351
Centro,Embajadores,40.4131876338821,-3.70329749488728,Private room,110,1,2,0.34,5,360
Centro,Palacio,40.4166375496617,-3.70902390061502,Entire home/apt,65,4,2,0.62,51,340
Centro,Embajadores,40.413255465431,-3.70332464001645,Private room,200,1,7,1.78,5,272
Centro,Embajadores,40.4136446781755,-3.70330262869028,Private room,150,1,2,0.86,5,330
Centro,Embajadores,40.4133298968988,-3.70430454035271,Private room,150,1,20,2.93,5,292
Salamanca,Goya,40.4224736884056,-3.67872506701393,Entire home/apt,90,4,2,0.44,51,9
Moncloa - Aravaca,Ciudad Universitaria,40.4694205727115,-3.72683838717752,Private room,22,1,1,0.83,1,359
Centro,Sol,40.4173636245463,-3.70686480519193,Private room,36,7,0,0,3,102
Centro,Universidad,40.4281877454756,-3.70953740476273,Entire home/apt,80,2,9,0.86,1,139
Moncloa - Aravaca,Argüelles,40.4294852016294,-3.72022396494406,Private room,29,1,0,0,14,280
Moncloa - Aravaca,Argüelles,40.4303710949574,-3.72109751466045,Private room,39,1,0,0,14,281
Moncloa - Aravaca,Argüelles,40.430254468615,-3.72018309645496,Private room,29,1,0,0,14,280
Moncloa - Aravaca,Argüelles,40.4287842281496,-3.71995788385385,Private room,39,1,1,0.11,14,280
Moncloa - Aravaca,Argüelles,40.4299494596522,-3.72108837847493,Private room,39,1,0,0,14,280
Moncloa - Aravaca,Argüelles,40.4293425769578,-3.72160561022734,Private room,29,1,0,0,14,281
Moncloa - Aravaca,Argüelles,40.4285016277643,-3.71988734272809,Private room,39,1,0,0,14,281
Moncloa - Aravaca,Argüelles,40.4307610301912,-3.72176471733741,Private room,29,1,1,0.11,14,281
Centro,Sol,40.4182641962405,-3.70825811034983,Private room,38,1,5,0.47,1,309
Centro,Embajadores,40.4105462617061,-3.70265853243394,Entire home/apt,60,2,46,4.73,1,304
Centro,Embajadores,40.4127531604537,-3.70622267899996,Entire home/apt,125,3,37,3.88,2,287
Arganzuela,Chopera,40.3955673757402,-3.69852508670288,Private room,28,1,7,0.66,1,343
Centro,Embajadores,40.408870035827,-3.69775918462516,Entire home/apt,45,2,37,3.51,1,45
Latina,Aluche,40.3883797022868,-3.75867447828575,Private room,19,1,7,0.66,1,127
Centro,Palacio,40.411065591206,-3.71297262528321,Private room,30,7,0,0,17,123
Chamberí,Rios Rosas,40.445604289556,-3.6972218094324,Entire home/apt,320,5,6,0.57,1,302
Tetuán,Almenara,40.4734561303205,-3.69164405787355,Entire home/apt,65,2,0,0,26,0
Centro,Embajadores,40.4085153225297,-3.69637149811011,Entire home/apt,49,3,49,4.61,4,150
Centro,Embajadores,40.4088446887109,-3.69907168529223,Entire home/apt,50,2,6,0.61,2,311
Centro,Embajadores,40.4093444358681,-3.69984725561271,Entire home/apt,50,2,45,4.31,1,305
Tetuán,Berruguete,40.4622624160373,-3.70213093584096,Private room,20,1,4,0.54,2,311
Ciudad Lineal,Costillares,40.4680161845644,-3.66906460754864,Entire home/apt,70,5,14,1.5,2,332
Centro,Embajadores,40.4088755835278,-3.69661097829518,Private room,50,1,3,0.29,2,342
Centro,Embajadores,40.4112701183811,-3.70194011571647,Entire home/apt,39,1,28,2.62,48,104
Moncloa - Aravaca,Argüelles,40.4312485635771,-3.71746666708178,Private room,50,1,7,0.66,2,365
Centro,Embajadores,40.4068812695989,-3.70410926053275,Entire home/apt,50,1,11,1.01,1,0
Ciudad Lineal,San Pascual,40.4425092251936,-3.65502881194996,Private room,39,1,1,0.1,1,355
Centro,Embajadores,40.4094401838656,-3.70592186264545,Entire home/apt,50,4,19,1.8,1,299
Moncloa - Aravaca,Argüelles,40.4241082061518,-3.71302977869352,Entire home/apt,55,2,27,2.52,9,336
Centro,Embajadores,40.4135389823301,-3.70649552039836,Entire home/apt,67,1,28,2.58,3,323
Centro,Universidad,40.4232534909987,-3.70769479569146,Entire home/apt,55,1,1,0.11,1,306
Salamanca,Guindalera,40.4341968709808,-3.67384361569969,Private room,35,1,4,0.37,1,266
Centro,Sol,40.4172558660385,-3.70755394816957,Private room,59,2,8,0.76,1,78
Centro,Universidad,40.4244795964353,-3.70316273791027,Private room,40,2,17,2.55,1,304
Hortaleza,Canillas,40.4641354167245,-3.65040519869767,Private room,27,1,19,2.1,4,359
Fuencarral - El Pardo,La Paz,40.4811447396035,-3.70080040330873,Private room,23,1,1,0.24,1,357
Moncloa - Aravaca,Casa de Campo,40.4225500641777,-3.72251378384489,Entire home/apt,20,1,2,0.18,1,0
Retiro,Pacífico,40.4067162354912,-3.67841257782436,Private room,29,2,13,1.49,2,42
Salamanca,Castellana,40.4357884407263,-3.68060963976057,Entire home/apt,99,2,0,0,145,343
Salamanca,Lista,40.4296190363765,-3.67434500979207,Private room,80,2,1,0.09,1,358
Centro,Sol,40.4185047876606,-3.70468547161678,Entire home/apt,75,1,49,4.68,4,295
Chamartín,Prosperidad,40.4459961999773,-3.66395708467836,Private room,20,1,0,0,1,0
Salamanca,Castellana,40.4347284848148,-3.68460504848495,Entire home/apt,230,5,2,0.64,28,24
Retiro,Jerónimos,40.4071946996256,-3.68744928941171,Entire home/apt,125,3,10,0.98,1,346
Ciudad Lineal,Ventas,40.4310609128232,-3.65722364231689,Private room,18,1,14,1.31,2,310
Centro,Justicia,40.4269634218796,-3.69887423996722,Entire home/apt,50,3,1,1,1,95
Ciudad Lineal,Ventas,40.4304215793741,-3.65630592851286,Private room,18,1,31,2.89,2,205
Retiro,Ibiza,40.4192480180219,-3.67051451803293,Entire home/apt,179,15,3,0.28,12,262
Centro,Palacio,40.4211073300232,-3.71280913689299,Entire home/apt,27,1,69,6.47,2,41
Centro,Justicia,40.423851272116,-3.69894385259288,Entire home/apt,50,2,20,1.86,4,328
Villaverde,San Andrés,40.333193422392,-3.70226361413168,Entire home/apt,44,2,29,2.72,8,33
Arganzuela,Palos de Moguer,40.4031944168554,-3.69083213020006,Private room,17,1,24,2.39,1,0
Retiro,Pacífico,40.4048189045674,-3.67304302483118,Private room,23,2,22,2.13,4,221
Centro,Palacio,40.4106066052173,-3.71189719361029,Entire home/apt,39,2,31,3.08,2,235
Salamanca,Recoletos,40.4214929512516,-3.68345754720434,Entire home/apt,70,2,1,0.1,1,0
Centro,Embajadores,40.4085282707753,-3.69628807732996,Private room,25,1,0,0,2,173
Retiro,Pacífico,40.4061553609855,-3.67279702287175,Private room,30,2,16,1.57,4,38
Arganzuela,Chopera,40.3957933185235,-3.6971339331763,Private room,25,2,16,1.5,2,360
Arganzuela,Chopera,40.3951419004189,-3.6967524010659,Private room,19,1,21,2,2,357
Latina,Cuatro Vientos,40.3732003444706,-3.77320810204347,Private room,22,1,7,0.73,1,74
Centro,Palacio,40.4204528984731,-3.71186689999706,Private room,39,14,2,0.19,1,293
Centro,Palacio,40.4161617766258,-3.71076441410452,Entire home/apt,59,1,4,0.39,3,339
Centro,Cortes,40.4126672284187,-3.69602376851201,Entire home/apt,125,2,54,5.03,4,123
Centro,Sol,40.4171912632589,-3.70424178933354,Private room,40,2,6,0.74,1,364
Puente de Vallecas,San Diego,40.3953516625555,-3.66790531313641,Entire home/apt,50,2,15,1.56,1,344
Salamanca,Castellana,40.4296054006677,-3.68329541863329,Entire home/apt,95,1,32,2.99,1,318
Centro,Embajadores,40.4098593545732,-3.69921481258255,Entire home/apt,60,1,13,1.21,1,219
Arganzuela,Chopera,40.3923249019846,-3.69650876438389,Private room,25,2,2,0.19,1,365
Chamberí,Trafalgar,40.4310812846303,-3.70359525979854,Private room,40,1,0,0,1,0
Hortaleza,Canillas,40.4644369596049,-3.64718325495334,Entire home/apt,90,7,0,0,2,64
Arganzuela,Chopera,40.3976632664792,-3.7006312315096,Entire home/apt,40,2,9,0.86,1,0
Salamanca,Recoletos,40.4263577491619,-3.68017083872481,Entire home/apt,105,5,2,0.21,28,43
Centro,Embajadores,40.4074458609557,-3.70025239383082,Entire home/apt,110,1,90,8.54,4,25
Centro,Cortes,40.4123061454011,-3.6970561936436,Private room,55,1,0,0,1,0
Moncloa - Aravaca,Argüelles,40.4310365018699,-3.71726323591158,Private room,48,1,1,0.14,3,0
Centro,Cortes,40.4120418705169,-3.69756394222493,Entire home/apt,99,3,28,2.68,1,62
Centro,Sol,40.4182732224979,-3.70508343539791,Entire home/apt,113,2,17,1.62,4,265
Centro,Embajadores,40.407782455242,-3.70002172676749,Private room,36,2,22,2.14,1,235
Latina,Puerta del Angel,40.4063862042921,-3.73901125692189,Private room,28,1,3,0.28,2,365
Chamartín,Prosperidad,40.4410353342089,-3.67132242384408,Private room,200,1,0,0,1,0
Moncloa - Aravaca,Argüelles,40.4308043712505,-3.72173497766842,Private room,40,1,9,0.85,1,354
Centro,Justicia,40.4257317206841,-3.69440543897367,Entire home/apt,124,2,2,0.22,1,42
Centro,Embajadores,40.4112186460647,-3.7078636366737,Private room,32,1,69,6.47,1,328
Arganzuela,Delicias,40.3974679567549,-3.69366039233403,Entire home/apt,120,2,0,0,2,357
Salamanca,Lista,40.4312060166382,-3.67767722055154,Entire home/apt,85,2,3,0.49,1,282
Arganzuela,Delicias,40.3984268240576,-3.69211644355981,Private room,40,2,0,0,2,365
Retiro,Ibiza,40.418733781618,-3.67395606204248,Private room,14,10,3,0.3,1,0
Centro,Embajadores,40.4104397811489,-3.7054539652877,Private room,40,3,0,0,2,104
Chamberí,Almagro,40.4376833340992,-3.69846938437105,Entire home/apt,45,2,0,0,1,0
Centro,Universidad,40.4224631217932,-3.70530030311655,Entire home/apt,90,1,4,0.37,1,277
Centro,Palacio,40.4125937203652,-3.71696887939399,Private room,35,1,2,0.19,1,364
Centro,Universidad,40.4244705850461,-3.70879666646635,Entire home/apt,82,3,4,0.42,77,171
Centro,Universidad,40.4226851624581,-3.70596594596488,Entire home/apt,79,2,53,4.95,1,326
Carabanchel,Buenavista,40.367577068065,-3.75538924315743,Entire home/apt,85,1,28,2.75,1,333
Moncloa - Aravaca,Argüelles,40.4219173429473,-3.71384002105048,Entire home/apt,135,1,7,0.7,6,90
Moncloa - Aravaca,Argüelles,40.4223560845998,-3.71481334996161,Entire home/apt,109,1,0,0,6,265
Moncloa - Aravaca,Argüelles,40.4225462303915,-3.71343851951149,Entire home/apt,69,1,2,0.33,6,297
Moncloa - Aravaca,Argüelles,40.4221794831358,-3.71477685370221,Entire home/apt,109,1,0,0,6,320
Moncloa - Aravaca,Argüelles,40.422427881384,-3.71523257541893,Entire home/apt,105,1,0,0,6,240
Tetuán,Berruguete,40.4589604529639,-3.70822370293334,Private room,17,1,4,1.09,1,265
Chamberí,Trafalgar,40.4310277293811,-3.70108797705269,Private room,40,1,8,0.74,1,28
Centro,Cortes,40.4119906843154,-3.69730902449754,Entire home/apt,99,2,35,5,1,283
Salamanca,Recoletos,40.4248934094824,-3.68246303252515,Private room,30,1,9,0.83,3,329
Centro,Palacio,40.4131158167147,-3.70745649472986,Private room,23,1,25,2.47,2,355
Centro,Justicia,40.4237906774245,-3.69714778728677,Private room,59,2,1,0.1,2,29
Tetuán,Bellas Vistas,40.4497660995501,-3.70502825028202,Entire home/apt,49,2,31,3.1,1,292
Chamartín,Nueva España,40.4613538215423,-3.68786045906991,Entire home/apt,60,2,32,3,23,320
Centro,Embajadores,40.4114944370327,-3.70394018126587,Entire home/apt,100,2,35,3.34,1,277
Centro,Universidad,40.4279195785972,-3.7055941395632,Entire home/apt,80,2,10,0.96,1,91
Centro,Universidad,40.4255927730054,-3.7059646650577,Entire home/apt,140,2,9,1,1,224
Centro,Universidad,40.4266942950173,-3.70772691414937,Private room,39,7,2,1.82,4,281
Centro,Universidad,40.4265485395719,-3.70518604869223,Entire home/apt,90,1,5,0.48,1,188
Centro,Universidad,40.4210544028497,-3.70542292871517,Entire home/apt,55,3,33,3.08,1,325
Moncloa - Aravaca,Argüelles,40.4303744086326,-3.72122997120839,Private room,20,4,2,0.26,1,0
Arganzuela,Delicias,40.3967128729407,-3.69328358418721,Entire home/apt,65,1,7,0.65,1,304
Centro,Embajadores,40.4069146026067,-3.70585340101077,Entire home/apt,45,2,15,1.61,1,309
Centro,Embajadores,40.4072685108044,-3.69975154690675,Entire home/apt,46,1,28,2.67,3,146
Chamartín,Ciudad Jardín,40.4488143355923,-3.67479867556629,Private room,22,2,14,1.56,2,162
Moncloa - Aravaca,Argüelles,40.4314082869534,-3.71976910627363,Private room,30,2,0,0,2,122
Centro,Embajadores,40.4134102293839,-3.70473833664487,Entire home/apt,75,4,34,3.2,7,66
Hortaleza,Apostol Santiago,40.4739806280138,-3.66246472215006,Private room,15,1,5,0.47,1,311
Centro,Palacio,40.4133635732904,-3.71269798101048,Private room,37,7,0,0,17,95
Vicálvaro,Casco Histórico de Vicálvaro,40.4000337274028,-3.60750462918324,Private room,16,1,8,0.75,1,175
Chamberí,Gaztambide,40.4319810006208,-3.71682434397456,Private room,13,2,18,1.82,5,88
Barajas,Alameda de Osuna,40.4558281342119,-3.58699077601678,Private room,45,1,16,1.53,1,74
Centro,Cortes,40.4155942313254,-3.70058038194048,Entire home/apt,150,2,26,3.64,2,256
Arganzuela,Chopera,40.3974034711173,-3.69879345721252,Private room,25,1,3,0.29,1,178
Salamanca,Castellana,40.4369634224271,-3.67924754281755,Entire home/apt,95,2,17,1.59,1,24
Tetuán,Cuatro Caminos,40.4527658174135,-3.6939316550613,Entire home/apt,125,10,0,0,4,365
Centro,Embajadores,40.4079797523638,-3.70285618910881,Entire home/apt,56,3,20,2.14,1,123
San Blas - Canillejas,Simancas,40.4333892544603,-3.63159010967918,Entire home/apt,75,1,0,0,1,360
Chamberí,Arapiles,40.431873110703,-3.71129676588204,Entire home/apt,65,21,12,1.44,12,164
Arganzuela,Palos de Moguer,40.4043267098757,-3.69353185211739,Entire home/apt,70,2,4,0.44,1,169
Centro,Embajadores,40.4112966372187,-3.70267493683294,Entire home/apt,45,1,37,4.07,3,288
